time,open,high,low,close,volume
2025-09-19 05:25:00,116844.8,116851.1,116829.4,116851.1,0.00108451
2025-09-19 05:30:00,116828.7,116862.4,116824.4,116862.4,0.00161047
2025-09-19 05:35:00,116860.0,116860.0,116831.5,116831.5,0.00119248
2025-09-19 05:40:00,116895.5,116898.1,116863.5,116880.6,0.00295829
2025-09-19 05:45:00,116915.5,116915.5,116905.8,116905.8,0.00163728
2025-09-19 05:50:00,116895.2,116937.6,116895.2,116919.6,0.11059046
2025-09-19 05:55:00,116926.7,116926.7,116911.2,116916.9,0.11011737
2025-09-19 06:00:00,116902.2,116902.2,116880.0,116880.1,0.08142423
2025-09-19 06:05:00,116880.1,116880.1,116789.5,116800.6,0.7744006
2025-09-19 06:10:00,116800.5,116800.5,116787.1,116793.7,0.00201502
2025-09-19 06:15:00,116797.0,116850.2,116797.0,116850.2,0.00093097
2025-09-19 06:20:00,116872.7,116872.7,116807.1,116807.1,0.0024077
2025-09-19 06:25:00,116807.1,116807.1,116807.1,116807.1,0.0
2025-09-19 06:30:00,116807.1,116807.1,116807.1,116807.1,0.0
2025-09-19 06:35:00,116719.7,116719.7,116688.5,116688.5,0.04478694
2025-09-19 06:40:00,116718.7,116770.9,116718.7,116770.9,0.00212473
2025-09-19 06:45:00,116722.7,116722.7,116708.3,116708.3,0.00257137
2025-09-19 06:50:00,116681.1,116716.4,116681.1,116716.4,0.00151197
2025-09-19 06:55:00,116762.6,116762.7,116684.4,116684.4,0.02286817
2025-09-19 07:00:00,116684.7,116823.5,116684.7,116744.3,0.9153393
2025-09-19 07:05:00,116748.8,116756.4,116705.8,116705.8,0.32858943
2025-09-19 07:10:00,116788.8,116788.8,116780.0,116780.0,0.00036549
2025-09-19 07:15:00,116807.3,116868.5,116807.3,116868.5,0.11143397
2025-09-19 07:20:00,116872.4,116876.1,116858.4,116876.1,0.06707233
2025-09-19 07:25:00,116883.1,116885.9,116869.1,116874.2,0.01304502
2025-09-19 07:30:00,116861.6,116861.6,116852.5,116852.5,0.00350393
2025-09-19 07:35:00,116875.5,116969.1,116875.5,116969.1,0.0178683
2025-09-19 07:40:00,116971.2,116994.2,116964.5,116994.2,0.13311357
2025-09-19 07:45:00,116973.5,116979.9,116973.5,116979.9,0.06255197
2025-09-19 07:50:00,116950.6,116950.7,116950.6,116950.7,0.00144734
2025-09-19 07:55:00,116921.3,116923.9,116915.3,116915.3,0.00473038
2025-09-19 08:00:00,116922.1,116924.2,116918.3,116924.2,0.000444
2025-09-19 08:05:00,116943.5,116975.4,116943.5,116955.8,0.00624697
2025-09-19 08:10:00,117025.3,117025.3,116988.4,116988.5,0.10602051
2025-09-19 08:15:00,117028.5,117030.0,117028.5,117030.0,0.01324971
2025-09-19 08:20:00,117030.0,117030.0,117030.0,117030.0,0.01339328
2025-09-19 08:25:00,117030.0,117030.0,117030.0,117030.0,0.01708964
2025-09-19 08:30:00,117030.0,117030.0,117024.3,117024.3,0.02901119
2025-09-19 08:35:00,117024.3,117024.3,117014.4,117014.4,0.00114297
2025-09-19 08:40:00,116943.5,116943.5,116899.8,116941.4,0.21453859
2025-09-19 08:45:00,116940.3,116940.3,116920.1,116934.8,2.00025336
2025-09-19 08:50:00,116924.8,116964.5,116924.8,116944.8,0.10304841
2025-09-19 08:55:00,116932.3,116932.3,116925.5,116925.5,0.00141466
2025-09-19 09:00:00,116925.9,116939.4,116918.1,116918.5,0.00174434
2025-09-19 09:05:00,116921.0,116937.6,116921.0,116937.6,0.00167671
2025-09-19 09:10:00,116937.6,116937.6,116937.6,116937.6,0.0
2025-09-19 09:15:00,116971.3,116971.3,116971.3,116971.3,0.04310734
2025-09-19 09:20:00,116971.3,116971.3,116971.3,116971.3,0.0
2025-09-19 09:25:00,116870.5,116870.5,116856.2,116856.2,0.00134842
2025-09-19 09:30:00,116837.4,116883.0,116837.4,116883.0,0.00254142
2025-09-19 09:35:00,116866.8,116872.6,116866.7,116866.7,0.10947963
2025-09-19 09:40:00,116837.3,116837.3,116837.2,116837.2,0.65025163
2025-09-19 09:45:00,116739.8,116739.8,116700.0,116700.0,0.18883761
2025-09-19 09:50:00,116670.4,116670.4,116508.1,116545.8,1.00691118
2025-09-19 09:55:00,116502.7,116527.7,116500.1,116500.1,0.00292404
2025-09-19 10:00:00,116500.1,116500.1,116500.0,116500.0,0.01406892
2025-09-19 10:05:00,116500.0,116500.1,116500.0,116500.1,0.05941731
2025-09-19 10:10:00,116500.0,116544.0,116500.0,116539.2,0.0162188
2025-09-19 10:15:00,116530.2,116530.2,116500.1,116514.0,0.00750369
2025-09-19 10:20:00,116500.1,116500.1,116500.0,116500.1,0.04354972
2025-09-19 10:25:00,116500.1,116500.1,116500.0,116500.0,0.00407723
2025-09-19 10:30:00,116500.1,116500.1,116500.0,116500.1,0.14884406
2025-09-19 10:35:00,116517.8,116556.9,116517.3,116517.3,0.04617453
2025-09-19 10:40:00,116517.2,116528.5,116488.4,116528.5,0.24342393
2025-09-19 10:45:00,116528.9,116528.9,116496.6,116496.6,1.53863312
2025-09-19 10:50:00,116505.7,116516.0,116499.2,116516.0,0.00161556
2025-09-19 10:55:00,116515.7,116528.0,116505.3,116528.0,0.07807
2025-09-19 11:00:00,116543.2,116565.8,116514.1,116561.0,0.03960836
2025-09-19 11:05:00,116496.2,116500.8,116496.2,116496.2,0.21761369
2025-09-19 11:10:00,116496.2,116496.3,116496.2,116496.3,0.10856957
2025-09-19 11:15:00,116544.7,116544.7,116501.5,116501.6,0.00980666
2025-09-19 11:20:00,116496.2,116496.2,116373.8,116389.4,0.15168596
2025-09-19 11:25:00,116390.6,116399.0,116366.7,116366.7,0.04811056
2025-09-19 11:30:00,116363.6,116384.6,116363.5,116384.6,0.06793143
2025-09-19 11:35:00,116412.2,116412.2,116385.4,116386.9,0.01261135
2025-09-19 11:40:00,116386.8,116386.8,116363.5,116363.5,0.00742874
2025-09-19 11:45:00,116363.5,116363.5,116350.0,116350.0,0.07566809
2025-09-19 11:50:00,116350.1,116350.1,116350.0,116350.0,0.07149299
2025-09-19 11:55:00,116366.7,116409.0,116366.7,116409.0,0.02593337
2025-09-19 12:00:00,116399.2,116411.4,116385.5,116411.4,0.00173535
2025-09-19 12:05:00,116431.3,116466.4,116431.3,116443.7,0.02407812
2025-09-19 12:10:00,116472.1,116490.3,116418.5,116490.3,0.11189792
2025-09-19 12:15:00,116490.3,116500.0,116472.2,116500.0,0.02250459
2025-09-19 12:20:00,116462.1,116462.1,116367.6,116400.0,0.78905553
2025-09-19 12:25:00,116350.0,116350.0,116257.9,116257.9,0.41749914
2025-09-19 12:30:00,116258.0,116302.3,116213.2,116215.4,0.22288994
2025-09-19 12:35:00,116247.8,116247.8,116238.3,116238.3,0.00106198
2025-09-19 12:40:00,116249.6,116249.6,116228.1,116235.9,0.33813315
2025-09-19 12:45:00,116210.0,116210.0,116140.8,116158.4,3.99322597
2025-09-19 12:50:00,116178.2,116192.2,116140.1,116179.3,0.10779548
2025-09-19 12:55:00,116186.0,116209.9,116142.4,116169.0,0.11817371
2025-09-19 13:00:00,116169.7,116209.9,116137.3,116209.9,0.13834232
2025-09-19 13:05:00,116130.8,116157.5,116130.8,116157.5,0.02283209
2025-09-19 13:10:00,116159.9,116159.9,116155.0,116158.4,0.04125291
2025-09-19 13:15:00,116136.8,116136.8,116105.2,116105.2,0.14375851
2025-09-19 13:20:00,116105.1,116105.1,116085.6,116085.6,0.11937515
2025-09-19 13:25:00,116119.9,116285.3,116119.9,116249.9,11.28109877
2025-09-19 13:30:00,116249.9,116276.7,116125.7,116160.3,0.45392503
2025-09-19 13:35:00,116170.0,116253.1,116147.6,116218.8,0.02426018
2025-09-19 13:40:00,116342.4,116342.5,116279.0,116293.4,0.14989497
2025-09-19 13:45:00,116332.1,116394.6,116332.1,116394.6,0.01035107
2025-09-19 13:50:00,116442.0,116469.5,116390.4,116427.2,0.04929456
2025-09-19 13:55:00,116388.9,116389.2,116322.3,116330.3,0.44419673
2025-09-19 14:00:00,116297.8,116332.9,116288.2,116327.6,0.56800066
2025-09-19 14:05:00,116333.0,116333.0,116333.0,116333.0,0.08570376
2025-09-19 14:10:00,116278.9,116333.0,116278.9,116322.2,0.26629411
2025-09-19 14:15:00,116320.5,116329.2,116227.7,116227.7,0.40565939
2025-09-19 14:20:00,116312.7,116332.9,116267.0,116332.9,0.02773074
2025-09-19 14:25:00,116332.9,116400.0,116266.3,116266.4,1.14216428
2025-09-19 14:30:00,116315.4,116316.7,116291.0,116291.0,0.04062691
2025-09-19 14:35:00,116250.1,116250.1,116221.0,116221.0,0.17199685
2025-09-19 14:40:00,116213.5,116231.3,116187.9,116187.9,0.72964706
2025-09-19 14:45:00,116110.2,116166.7,115916.2,115916.2,0.09679795
2025-09-19 14:50:00,115916.2,115975.4,115888.1,115975.4,0.25425365
2025-09-19 14:55:00,115958.0,115969.2,115900.0,115900.0,0.12480968
2025-09-19 15:00:00,115917.9,115917.9,115645.3,115645.3,5.26068825
2025-09-19 15:05:00,115642.9,115697.7,115611.1,115634.2,1.11837579
2025-09-19 15:10:00,115603.8,115603.8,115552.6,115552.7,0.73804898
2025-09-19 15:15:00,115552.7,115596.9,115552.6,115565.7,0.23592208
2025-09-19 15:20:00,115605.6,115720.5,115596.7,115720.5,0.74532178
2025-09-19 15:25:00,115720.6,115797.5,115702.9,115797.5,0.06624156
2025-09-19 15:30:00,115762.8,115762.8,115703.8,115709.0,0.00367138
2025-09-19 15:35:00,115657.6,115833.7,115651.7,115833.7,0.15160378
2025-09-19 15:40:00,115838.9,115957.5,115838.9,115923.2,0.06152144
2025-09-19 15:45:00,115941.9,115964.8,115836.7,115860.6,0.54504933
2025-09-19 15:50:00,115839.4,115846.8,115821.6,115846.8,0.08528791
2025-09-19 15:55:00,115910.9,115943.5,115905.6,115905.6,0.0490102
2025-09-19 16:00:00,115905.6,116000.0,115818.6,115987.2,0.28081871
2025-09-19 16:05:00,115987.1,115987.1,115920.0,115933.3,0.22247743
2025-09-19 16:10:00,115999.9,116013.8,115939.5,115947.7,0.3728684
2025-09-19 16:15:00,115986.1,116046.1,115960.4,115964.5,0.02770245
2025-09-19 16:20:00,115962.6,115994.7,115949.2,115994.7,0.12022419
2025-09-19 16:25:00,115995.2,116002.6,115968.4,115968.5,0.03835705
2025-09-19 16:30:00,115971.9,115977.8,115895.8,115918.2,0.01301997
2025-09-19 16:35:00,115976.7,115976.7,115873.2,115873.3,0.03097134
2025-09-19 16:40:00,115922.0,115999.7,115922.0,115999.7,0.0070059
2025-09-19 16:45:00,116027.2,116098.6,116027.2,116090.0,0.8512629
2025-09-19 16:50:00,116090.0,116090.5,116088.0,116090.5,0.6770222
2025-09-19 16:55:00,116095.2,116102.5,116076.8,116100.8,0.41016006
2025-09-19 17:00:00,116100.9,116100.9,115957.1,115957.1,0.10228177
2025-09-19 17:05:00,115878.2,115885.2,115851.5,115851.5,0.04395932
2025-09-19 17:10:00,115818.7,115866.9,115818.7,115866.9,0.00775059
2025-09-19 17:15:00,115842.0,115842.0,115736.7,115782.5,1.12269417
2025-09-19 17:20:00,115748.4,115781.8,115738.6,115781.2,0.0295603
2025-09-19 17:25:00,115777.3,115792.7,115754.8,115777.7,0.86582827
2025-09-19 17:30:00,115799.4,115799.4,115733.2,115738.3,0.11251586
2025-09-19 17:35:00,115691.9,115740.0,115630.2,115630.2,0.11930738
2025-09-19 17:40:00,115640.8,115684.8,115632.0,115684.8,0.00652082
2025-09-19 17:45:00,115629.6,115692.5,115629.6,115692.5,0.176918
2025-09-19 17:50:00,115625.0,115625.0,115625.0,115625.0,8.644e-05
2025-09-19 17:55:00,115576.6,115607.5,115552.6,115552.6,0.15387464
2025-09-19 18:00:00,115552.7,115585.6,115552.7,115585.6,0.03534645
2025-09-19 18:05:00,115567.4,115598.9,115552.8,115598.9,0.12353246
2025-09-19 18:10:00,115559.0,115559.0,115422.8,115531.7,1.02708165
2025-09-19 18:15:00,115531.7,115531.7,115374.4,115466.0,1.30373326
2025-09-19 18:20:00,115424.7,115461.8,115400.7,115461.8,0.01877503
2025-09-19 18:25:00,115461.8,115461.8,115461.8,115461.8,0.0
2025-09-19 18:30:00,115435.5,115470.4,115432.4,115470.4,0.28162345
2025-09-19 18:35:00,115478.0,115478.0,115437.1,115476.6,0.86399247
2025-09-19 18:40:00,115517.5,115608.0,115503.2,115604.2,0.6917719
2025-09-19 18:45:00,115618.5,115642.5,115457.2,115457.2,0.20512346
2025-09-19 18:50:00,115457.2,115457.2,115401.1,115407.5,0.00968418
2025-09-19 18:55:00,115403.4,115403.4,115318.6,115318.6,6.00079401
2025-09-19 19:00:00,115401.1,115431.4,115401.1,115424.0,0.01092192
2025-09-19 19:05:00,115403.1,115403.1,115299.9,115299.9,1.22087875
2025-09-19 19:10:00,115299.9,115300.0,115299.5,115299.5,0.09436008
2025-09-19 19:15:00,115299.5,115299.5,115299.5,115299.5,0.0
2025-09-19 19:20:00,115293.7,115293.7,115293.7,115293.7,0.01963088
2025-09-19 19:25:00,115297.6,115355.5,115289.9,115355.3,1.7091858
2025-09-19 19:30:00,115342.6,115350.0,115274.9,115274.9,0.01750015
2025-09-19 19:35:00,115274.8,115350.0,115273.6,115350.0,0.11264153
2025-09-19 19:40:00,115337.4,115337.4,115268.6,115268.6,0.07057442
2025-09-19 19:45:00,115268.6,115268.6,115145.4,115145.4,0.25534386
2025-09-19 19:50:00,115154.4,115166.0,115136.4,115136.7,0.02867953
2025-09-19 19:55:00,115138.6,115163.8,115138.6,115162.7,0.02457997
2025-09-19 20:00:00,115136.3,115255.3,115101.3,115255.3,0.0473922
2025-09-19 20:05:00,115275.7,115275.7,115214.2,115248.3,0.036401
2025-09-19 20:10:00,115275.4,115275.8,115275.4,115275.8,0.00817669
2025-09-19 20:15:00,115275.7,115337.3,115275.7,115337.2,0.23871031
2025-09-19 20:20:00,115337.2,115357.0,115316.5,115357.0,0.0549421
2025-09-19 20:25:00,115357.0,115361.8,115357.0,115361.8,0.00981004
2025-09-19 20:30:00,115361.8,115362.8,115308.9,115315.8,0.00609415
2025-09-19 20:35:00,115362.8,115362.8,115362.7,115362.7,0.08170236
2025-09-19 20:40:00,115362.7,115362.8,115362.7,115362.8,0.03024782
2025-09-19 20:45:00,115362.7,115362.7,115362.7,115362.7,0.01376774
2025-09-19 20:50:00,115332.7,115342.1,115313.0,115342.1,0.03880913
2025-09-19 20:55:00,115305.8,115305.8,115305.7,115305.7,0.51922797
2025-09-19 21:00:00,115362.7,115362.8,115329.7,115329.7,0.01002423
2025-09-19 21:05:00,115320.5,115320.5,115305.9,115305.9,0.01152817
2025-09-19 21:10:00,115316.2,115352.3,115316.2,115352.3,0.02501682
2025-09-19 21:15:00,115362.8,115400.0,115362.7,115399.9,0.05399897
2025-09-19 21:20:00,115399.9,115414.0,115398.4,115410.0,1.00113334
2025-09-19 21:25:00,115436.3,115436.3,115414.5,115429.9,0.00575258
2025-09-19 21:30:00,115430.0,115455.7,115429.8,115455.7,0.06895427
2025-09-19 21:35:00,115454.7,115506.2,115454.7,115494.7,0.1668997
2025-09-19 21:40:00,115486.1,115491.9,115476.4,115477.7,0.5679968
2025-09-19 21:45:00,115499.9,115536.6,115499.9,115517.6,0.10209292
2025-09-19 21:50:00,115512.5,115512.5,115446.8,115446.8,0.05406938
2025-09-19 21:55:00,115433.6,115472.3,115432.1,115472.3,0.02203667
2025-09-19 22:00:00,115472.3,115546.9,115472.2,115519.2,0.00582373
2025-09-19 22:05:00,115517.3,115586.2,115517.3,115586.1,0.4401599
2025-09-19 22:10:00,115599.2,115622.6,115599.2,115622.4,1.00040985
2025-09-19 22:15:00,115561.6,115588.9,115561.6,115588.9,0.01156759
2025-09-19 22:20:00,115574.6,115574.6,115549.8,115549.8,0.10176858
2025-09-19 22:25:00,115634.2,115648.0,115604.6,115604.6,1.38106752
2025-09-19 22:30:00,115602.4,115622.2,115602.3,115622.2,0.02589627
2025-09-19 22:35:00,115626.7,115634.7,115615.1,115615.1,0.02186896
2025-09-19 22:40:00,115613.3,115613.3,115595.6,115595.6,0.00805995
2025-09-19 22:45:00,115600.6,115622.5,115600.6,115622.5,0.0086529
2025-09-19 22:50:00,115656.5,115656.5,115609.0,115626.9,0.00166956
2025-09-19 22:55:00,115619.5,115619.5,115615.2,115615.2,0.0005941
2025-09-19 23:00:00,115615.1,115615.1,115615.1,115615.1,1.704e-05
2025-09-19 23:05:00,115575.8,115617.0,115560.2,115564.9,0.64785544
2025-09-19 23:10:00,115562.9,115569.6,115499.8,115499.8,0.06574224
2025-09-19 23:15:00,115545.6,115545.6,115544.1,115544.1,0.0939958
2025-09-19 23:20:00,115544.1,115544.1,115544.1,115544.1,0.0
2025-09-19 23:25:00,115468.1,115468.5,115450.1,115450.1,0.002031
2025-09-19 23:30:00,115480.7,115480.7,115480.7,115480.7,0.00433086
2025-09-19 23:35:00,115480.7,115480.7,115480.6,115480.6,0.00434479
2025-09-19 23:40:00,115480.6,115480.7,115480.6,115480.7,0.00215126
2025-09-19 23:45:00,115480.7,115487.5,115480.7,115487.4,0.99650069
2025-09-19 23:50:00,115487.5,115609.2,115487.5,115609.2,0.00180603
2025-09-19 23:55:00,115615.2,115636.2,115605.6,115632.0,1.04942734
2025-09-20 00:00:00,115632.2,115632.2,115609.9,115615.5,0.1215816
2025-09-20 00:05:00,115655.9,115677.7,115607.1,115621.2,0.54218722
2025-09-20 00:10:00,115631.0,115639.7,115626.7,115635.1,0.01266144
2025-09-20 00:15:00,115612.9,115612.9,115598.4,115598.4,0.00187962
2025-09-20 00:20:00,115601.6,115601.6,115575.1,115575.1,0.06085458
2025-09-20 00:25:00,115575.0,115575.1,115575.0,115575.1,0.00097698
2025-09-20 00:30:00,115575.0,115575.0,115573.3,115573.3,0.00149778
2025-09-20 00:35:00,115610.0,115614.7,115610.0,115614.7,0.00281062
2025-09-20 00:40:00,115679.3,115679.3,115677.1,115677.1,0.00173222
2025-09-20 00:45:00,115691.7,115693.9,115691.7,115693.9,0.00285411
2025-09-20 00:50:00,115714.4,115720.9,115712.1,115720.9,0.09673864
2025-09-20 00:55:00,115723.3,115738.0,115723.2,115723.2,0.20650427
2025-09-20 01:00:00,115723.3,115723.3,115723.2,115723.3,0.00056779
2025-09-20 01:05:00,115680.3,115714.7,115680.3,115714.7,1.05618934
2025-09-20 01:10:00,115642.7,115642.7,115642.7,115642.7,0.00017314
2025-09-20 01:15:00,115621.9,115652.6,115621.9,115652.6,0.00102672
2025-09-20 01:20:00,115685.2,115698.4,115685.2,115698.4,0.02799731
2025-09-20 01:25:00,115723.8,115725.0,115701.6,115701.6,0.08697259
2025-09-20 01:30:00,115700.7,115700.7,115700.7,115700.7,0.00086
2025-09-20 01:35:00,115700.7,115700.7,115700.6,115700.6,0.00064411
2025-09-20 01:40:00,115700.6,115700.6,115630.3,115641.7,0.00257236
2025-09-20 01:45:00,115687.1,115689.6,115661.6,115676.8,0.03234358
2025-09-20 01:50:00,115692.5,115692.6,115685.0,115685.0,0.00419093
2025-09-20 01:55:00,115680.5,115680.5,115680.5,115680.5,0.00017304
2025-09-20 02:00:00,115621.9,115621.9,115621.8,115621.9,0.01251932
2025-09-20 02:05:00,115621.9,115621.9,115520.0,115520.0,0.03389787
2025-09-20 02:10:00,115516.9,115516.9,115486.3,115507.6,0.02369624
2025-09-20 02:15:00,115472.3,115472.3,115459.4,115459.4,0.00033521
2025-09-20 02:20:00,115480.4,115480.5,115480.4,115480.5,0.00954561
2025-09-20 02:25:00,115531.8,115541.7,115531.8,115541.7,0.00050121
2025-09-20 02:30:00,115537.8,115544.1,115537.8,115544.1,0.01071608
2025-09-20 02:35:00,115507.0,115559.0,115507.0,115559.0,0.00429941
2025-09-20 02:40:00,115550.4,115550.4,115528.7,115544.1,0.00130651
2025-09-20 02:45:00,115570.7,115586.8,115557.9,115586.8,0.69799839
2025-09-20 02:50:00,115602.0,115602.1,115596.7,115596.7,0.00561569
2025-09-20 02:55:00,115596.7,115596.7,115596.7,115596.7,0.0
2025-09-20 03:00:00,115602.3,115602.8,115578.2,115578.2,0.00827059
2025-09-20 03:05:00,115542.0,115542.0,115502.5,115502.5,0.00838552
2025-09-20 03:10:00,115472.1,115494.4,115472.0,115494.4,0.00375224
2025-09-20 03:15:00,115512.7,115544.6,115512.7,115544.6,0.00521753
2025-09-20 03:20:00,115544.6,115554.7,115536.4,115554.7,0.00170853
2025-09-20 03:25:00,115554.8,115554.8,115554.7,115554.7,0.00688341
2025-09-20 03:30:00,115497.6,115497.6,115495.5,115495.5,0.00119404
2025-09-20 03:35:00,115499.7,115499.7,115499.7,115499.7,0.00038627
2025-09-20 03:40:00,115517.6,115517.6,115515.3,115515.3,0.00113159
2025-09-20 03:45:00,115515.9,115518.3,115515.9,115518.3,0.01204583
2025-09-20 03:50:00,115515.2,115515.2,115422.7,115422.7,0.02913678
2025-09-20 03:55:00,115434.3,115449.1,115434.3,115449.1,0.00258356
2025-09-20 04:00:00,115456.9,115456.9,115444.9,115444.9,0.00875545
2025-09-20 04:05:00,115435.5,115455.7,115435.5,115455.7,0.00121091
2025-09-20 04:10:00,115477.6,115477.6,115474.9,115477.1,0.04922072
2025-09-20 04:15:00,115477.2,115503.9,115476.1,115503.9,0.05609741
2025-09-20 04:20:00,115470.2,115470.2,115470.2,115470.2,0.00083204
2025-09-20 04:25:00,115472.0,115472.0,115472.0,115472.0,0.01
2025-09-20 04:30:00,115471.1,115471.2,115414.8,115414.8,0.08471059
2025-09-20 04:35:00,115470.2,115470.3,115470.2,115470.3,0.0003577
2025-09-20 04:40:00,115548.5,115555.3,115548.5,115555.3,0.00221793
2025-09-20 04:45:00,115544.6,115544.6,115544.6,115544.6,0.00038114
2025-09-20 04:50:00,115548.0,115597.5,115548.0,115597.5,0.00401339
2025-09-20 04:55:00,115570.3,115570.4,115553.2,115553.2,0.00296277
2025-09-20 05:00:00,115583.9,115583.9,115537.3,115537.3,0.00081109
2025-09-20 05:05:00,115516.7,115524.4,115515.6,115524.4,0.00906998
2025-09-20 05:10:00,115526.4,115586.7,115526.4,115586.7,0.00657901
2025-09-20 05:15:00,115602.6,115602.6,115601.5,115601.5,0.04608316
2025-09-20 05:20:00,115609.8,115609.8,115609.1,115609.1,0.00971494
2025-09-20 05:25:00,115618.4,115618.5,115618.4,115618.5,0.00581113
2025-09-20 05:30:00,115618.4,115624.2,115618.4,115624.2,0.00074808
2025-09-20 05:35:00,115639.1,115640.1,115639.1,115639.2,0.00189999
2025-09-20 05:40:00,115639.2,115639.2,115639.2,115639.2,0.0
2025-09-20 05:45:00,115641.6,115641.6,115641.6,115641.6,0.00044318
2025-09-20 05:50:00,115641.6,115641.6,115641.6,115641.6,0.0
2025-09-20 05:55:00,115725.6,115725.6,115722.2,115722.2,0.05109636
2025-09-20 06:00:00,115722.3,115722.3,115672.5,115680.6,0.00332252
2025-09-20 06:05:00,115672.6,115681.9,115666.9,115666.9,0.00134134
2025-09-20 06:10:00,115666.7,115666.7,115637.2,115637.2,0.00391898
2025-09-20 06:15:00,115637.3,115656.5,115637.2,115638.8,0.00706902
2025-09-20 06:20:00,115638.8,115672.0,115638.8,115670.0,0.01151363
2025-09-20 06:25:00,115670.0,115685.4,115670.0,115684.1,0.01090101
2025-09-20 06:30:00,115684.1,115689.7,115684.1,115689.7,0.00319435
2025-09-20 06:35:00,115683.7,115683.7,115683.5,115683.5,0.0028798
2025-09-20 06:40:00,115683.3,115691.0,115683.3,115691.0,0.00095976
2025-09-20 06:45:00,115727.2,115727.2,115724.0,115724.0,0.00225286
2025-09-20 06:50:00,115722.1,115725.8,115722.1,115725.8,0.00476491
2025-09-20 06:55:00,115725.8,115735.3,115703.6,115703.6,0.11029346
2025-09-20 07:00:00,115703.7,115703.7,115702.6,115703.5,0.00178336
2025-09-20 07:05:00,115700.9,115700.9,115700.9,115700.9,0.00016606
2025-09-20 07:10:00,115725.7,115725.7,115689.9,115689.9,0.00034955
2025-09-20 07:15:00,115689.5,115689.5,115689.4,115689.4,0.00878009
2025-09-20 07:20:00,115689.5,115724.2,115689.5,115717.8,0.00399001
2025-09-20 07:25:00,115717.9,115717.9,115717.9,115717.9,0.00016605
2025-09-20 07:30:00,115717.9,115717.9,115717.9,115717.9,0.0
2025-09-20 07:35:00,115783.1,115783.2,115783.1,115783.2,0.00060232
2025-09-20 07:40:00,115813.6,115864.6,115813.6,115864.6,0.15060366
2025-09-20 07:45:00,115866.8,115866.8,115866.8,115866.8,8.85e-06
2025-09-20 07:50:00,115914.8,115914.8,115914.8,115914.8,0.00162744
2025-09-20 07:55:00,115914.9,115970.4,115914.9,115956.6,0.00897404
2025-09-20 08:00:00,115956.7,115956.7,115776.0,115776.0,7.77634703
2025-09-20 08:05:00,115910.6,115910.6,115865.5,115865.6,0.10295009
2025-09-20 08:10:00,115860.1,115860.1,115860.0,115860.0,0.00272016
2025-09-20 08:15:00,115860.0,115860.0,115860.0,115860.0,0.0
2025-09-20 08:20:00,115860.0,115860.0,115860.0,115860.0,0.04751162
2025-09-20 08:25:00,115860.1,115860.1,115860.1,115860.1,0.00043155
2025-09-20 08:30:00,115860.0,115860.1,115860.0,115860.1,0.55728772
2025-09-20 08:35:00,115860.0,115860.0,115855.0,115857.0,0.00278045
2025-09-20 08:40:00,115856.9,115857.0,115856.9,115857.0,0.00262842
2025-09-20 08:45:00,115857.0,115857.0,115856.9,115856.9,0.00338726
2025-09-20 08:50:00,115856.0,115856.0,115855.9,115855.9,0.0012988
2025-09-20 08:55:00,115855.9,115855.9,115840.0,115840.0,0.20223806
2025-09-20 09:00:00,115775.1,115775.1,115775.0,115775.0,0.00598317
2025-09-20 09:05:00,115775.1,115775.1,115775.1,115775.1,0.00048
2025-09-20 09:10:00,115777.0,115800.7,115777.0,115798.9,0.10993123
